product_id,title,category_tree,final_price,currency,item_details,shipping_return_policies,url,seller_shop_name
5000001031,Wirewrapped Pebble Beach Crystal Hoop Earrings,"[""Jewelry"",""Earrings"",""Hoop Earrings""]",48.22,USD,Handmade wire-wrapped hoop earrings featuring pebble beach crystal accents. Made with 20-gauge sterling silver wire. Hoop diameter: 35mm. Lightweight and comfortable for everyday wear.,"[""Ready to ship"",""Free shipping all US orders"",""Refunds within 7 days unopened"",""Ships from Durango, CO""]",https://www.etsy.com/listing/5000001031/wirewrapped-pebble-beach-crystal-hoop-earrings?ref=search_grid,OakMossCreative
5000001032,Hand-Stamped Foxglove Stacking Ring,"[""Jewelry"",""Rings"",""Band Rings""]",30.91,USD,Dainty hand-stamped foxglove stacking ring in sterling silver. Available in sizes 4-12 including half sizes. 2mm wide band. Can be personalized with a word or date upon request.,"[""Made to order 3-5 business days"",""Free USPS First Class shipping"",""Returns accepted within 30 days"",""Ships from Asheville, NC""]",https://www.etsy.com/listing/5000001032/hand-stamped-foxglove-stacking-ring?ref=search_grid,BirchwoodBindery
5000001033,Raw Crystal Blackberry Statement Ring,"[""Jewelry"",""Rings"",""Statement Rings""]",34.99,USD,Bold statement ring featuring raw blackberry crystal set in recycled brass. Adjustable band fits sizes 6-9. Each crystal is unique in shape and color. Finished with blackberry patina.,"[""In stock ships within 1-2 days"",""Flat rate shipping $3.99"",""Exchanges only on unused items"",""Ships from Portland, ME""]",https://www.etsy.com/listing/5000001033/raw-crystal-blackberry-statement-ring?ref=search_grid,CrimsonCloakCraft
5000001034,Hand-Poured Cinnamon Beeswax Candle,"[""Home & Living"",""Candles & Holders"",""Soy Candles""]",21.67,USD,"Pure beeswax pillar candle hand-poured with cinnamon essential oil blend. Burns up to 40 hours with natural honey scent. No additives or artificial fragrances. Diameter: 3 inches, Height: 4 inches.","[""Handmade to order 5-7 days"",""Free shipping on orders over $40"",""No returns on personalized items"",""Ships from Santa Fe, NM""]",https://www.etsy.com/listing/5000001034/hand-poured-cinnamon-beeswax-candle?ref=search_grid,DewdropDesignCo
5000001035,Coconut Wax Cardamom Scented Jar Candle,"[""Home & Living"",""Candles & Holders"",""Soy Candles""]",18.37,USD,Small-batch cardamom scented candle made with sustainable coconut wax. Wooden wick creates a soft crackling sound. Fragrance throw is excellent. 8oz glass jar. Burns 55+ hours.,"[""Ready to ship today"",""Priority mail $7.95"",""30-day no hassle returns"",""Ships from Burlington, VT""]",https://www.etsy.com/listing/5000001035/coconut-wax-cardamom-scented-jar-candle?ref=search_grid,EmeraldEweStudio
5000001036,Macramé Clover Wall Hanging,"[""Home & Living"",""Home Decor"",""Wall Hangings""]",40.48,USD,"Intricate hand-knotted macramé wall hanging in clover natural cotton rope. Features layered fringe and geometric knot patterns. Includes driftwood dowel. Dimensions: 20""W x 40""L.","[""Processing time 2-3 days"",""Free standard shipping"",""Store credit for returns within 14 days"",""Ships from Taos, NM""]",https://www.etsy.com/listing/5000001036/macramé-clover-wall-hanging?ref=search_grid,FogLightLeather
5000001037,Dried Flower Thistle Wreath,"[""Home & Living"",""Home Decor"",""Wreaths""]",63.15,USD,"Handcrafted dried flower wreath featuring thistle seasonal botanicals. Preserved flowers, eucalyptus, and pampas grass arranged on grapevine base. Diameter 16 inches. Lasts 1-2 years.","[""Ships in 3-4 business days"",""Calculated shipping at checkout"",""Returns for store credit within 21 days"",""Ships from Missoula, MT""]",https://www.etsy.com/listing/5000001037/dried-flower-thistle-wreath?ref=search_grid,GoldenFleeceFibers
5000001038,Hand-Carved Wisteria Wooden Shelf,"[""Home & Living"",""Furniture"",""Wooden Shelves""]",100.41,USD,"Solid walnut floating shelf hand-carved with wisteria edge detail. Includes all mounting hardware. Length: 24 inches, Depth: 6 inches. Finished with food-safe beeswax oil.","[""Made fresh to order 4-6 days"",""Free shipping over $50"",""No returns on food or bath items"",""Ships from Olympia, WA""]",https://www.etsy.com/listing/5000001038/hand-carved-wisteria-wooden-shelf?ref=search_grid,HawthornHollowCo
5000001039,End-Grain Wren Walnut Cutting Board,"[""Home & Living"",""Kitchen & Dining"",""Cutting Boards""]",130.76,USD,"End-grain hardwood cutting board handmade from wren walnut and maple. Gentle on knife edges. Juice groove on one side. Oiled with food-safe mineral oil. 12""x9""x1.5"" thick.","[""Usually ships next day"",""Free shipping on all orders"",""Easy 30-day returns"",""Ships from Chattanooga, TN""]",https://www.etsy.com/listing/5000001039/end-grain-wren-walnut-cutting-board?ref=search_grid,IronwoodInkworks
5000001040,Hand-Thrown Falcon Ceramic Bowl Set,"[""Home & Living"",""Kitchen & Dining"",""Ceramic Bowls""]",83.58,USD,"Set of 4 hand-thrown ceramic bowls with falcon reactive glaze. Each bowl holds 16oz. Microwave, dishwasher, and oven safe to 350°F. Slight variations in glaze make each set unique.","[""Handcrafted 7-10 days lead time"",""Free USPS Priority on orders $75+"",""Custom orders non-refundable"",""Ships from Bozeman, MT""]",https://www.etsy.com/listing/5000001040/hand-thrown-falcon-ceramic-bowl-set?ref=search_grid,JasperJunctionCraft
5000001041,Hand-Knitted Osprey Merino Beanie,"[""Clothing"",""Men"",""Hats & Caps""]",52.59,USD,Cozy hand-knitted beanie made from 100% superwash merino wool in osprey colorway. Stretchy ribbed construction fits most head sizes. Machine washable on gentle cycle.,"[""Ships within 48 hours"",""$4.50 flat rate shipping"",""Returns within 30 days with receipt"",""Ships from Flagstaff, AZ""]",https://www.etsy.com/listing/5000001041/hand-knitted-osprey-merino-beanie?ref=search_grid,KelpForestGoods
5000001042,Crochet Hawkweed Lace Hair Scrunchie,"[""Clothing"",""Accessories"",""Hair Accessories""]",17.31,USD,"Handmade crochet scrunchie in hawkweed cotton lace pattern. Gentle on hair, no damage or kinks. Elastic band inside. Fits ponytail or bun. Sold as set of 3.","[""2-day processing"",""Free economy shipping"",""Exchanges accepted 14 days"",""Ships from Bend, OR""]",https://www.etsy.com/listing/5000001042/crochet-hawkweed-lace-hair-scrunchie?ref=search_grid,LarchLaneCeramics
5000001043,Hand-Dyed Dogwood Silk Wrap Shawl,"[""Clothing"",""Women"",""Knitwear""]",104.87,USD,"Luxurious hand-dyed silk wrap shawl in dogwood watercolor pattern. 100% habotai silk. Dimensions 72""x22"". Each shawl is one-of-a-kind due to the hand-dyeing process.","[""Ready to ship"",""Free shipping all US orders"",""Refunds within 7 days unopened"",""Ships from Durango, CO""]",https://www.etsy.com/listing/5000001043/hand-dyed-dogwood-silk-wrap-shawl?ref=search_grid,MistMeadowMakers
5000001044,Hand-Stitched Sweetgrass Leather Clutch,"[""Bags & Purses"",""Handbags"",""Clutches""]",100.5,USD,"Handmade leather clutch with sweetgrass hand-stitching detail. Full-grain vegetable-tanned leather. Interior zipper pocket. Magnetic snap closure. Dimensions: 9""x5"". Includes wrist strap.","[""Made to order 3-5 business days"",""Free USPS First Class shipping"",""Returns accepted within 30 days"",""Ships from Asheville, NC""]",https://www.etsy.com/listing/5000001044/hand-stitched-sweetgrass-leather-clutch?ref=search_grid,NettleNookStudio
5000001045,Waxed Canvas Cattail Backpack,"[""Bags & Purses"",""Backpacks"",""Canvas Backpacks""]",155.16,USD,"Heavy-duty waxed canvas backpack with cattail leather trim. Waterproof exterior, padded laptop sleeve (fits 15""). External and internal pockets. Antique brass hardware. Capacity: 20L.","[""In stock ships within 1-2 days"",""Flat rate shipping $3.99"",""Exchanges only on unused items"",""Ships from Portland, ME""]",https://www.etsy.com/listing/5000001045/waxed-canvas-cattail-backpack?ref=search_grid,ObsidianOwlCrafts
5000001046,Original Bullrush Encaustic Wax Painting,"[""Art & Collectibles"",""Paintings"",""Oil Paintings""]",169.56,USD,"Original encaustic (hot wax) painting with bullrush abstract composition. Pigmented beeswax layers fused with heat for luminous depth. 8""x10"" on birch panel. Ready to hang.","[""Handmade to order 5-7 days"",""Free shipping on orders over $40"",""No returns on personalized items"",""Ships from Santa Fe, NM""]",https://www.etsy.com/listing/5000001046/original-bullrush-encaustic-wax-painting?ref=search_grid,PrairieRootPottery
5000001047,Hand-Sculpted Sedge Ceramic Figurine,"[""Art & Collectibles"",""Sculpture"",""Ceramic Figurines""]",30.19,USD,Hand-sculpted stoneware ceramic figurine with sedge glaze details. Each piece is individually made and unique. Kiln-fired for durability. Approx 4 inches tall.,"[""Ready to ship today"",""Priority mail $7.95"",""30-day no hassle returns"",""Ships from Burlington, VT""]",https://www.etsy.com/listing/5000001047/hand-sculpted-sedge-ceramic-figurine?ref=search_grid,QuartzAndCloverCo
5000001048,Fine Art Bracken Nature Photograph Print,"[""Art & Collectibles"",""Photography"",""Nature Photography""]",22.78,USD,Archival fine art print of original bracken nature photograph. Printed on 100% cotton rag paper with pigment inks. Fade-resistant for 100+ years. Available in 5x7 to 16x20.,"[""Processing time 2-3 days"",""Free standard shipping"",""Store credit for returns within 14 days"",""Ships from Taos, NM""]",https://www.etsy.com/listing/5000001048/fine-art-bracken-nature-photograph-print?ref=search_grid,RavenRidgeDesigns
5000001049,Goat Milk Sorrel Artisan Soap,"[""Bath & Beauty"",""Soaps"",""Goat Milk Soaps""]",14.52,USD,"Nourishing goat milk soap with sorrel fragrance and botanical inclusions. Cold-process method preserves natural glycerin. Free from sulfates, parabens, and artificial colors. 4.5oz bar.","[""Ships in 3-4 business days"",""Calculated shipping at checkout"",""Returns for store credit within 21 days"",""Ships from Missoula, MT""]",https://www.etsy.com/listing/5000001049/goat-milk-sorrel-artisan-soap?ref=search_grid,SaffronStitchCo
5000001050,Solid Chamomile Shampoo Bar,"[""Bath & Beauty"",""Hair Care"",""Shampoo Bars""]",17.82,USD,"Zero-waste solid shampoo bar with chamomile herbal blend. Replaces 2-3 bottles of liquid shampoo. Sulfate-free, suitable for all hair types. Lasts 60-80 washes. Comes in compostable wrapper.","[""Made fresh to order 4-6 days"",""Free shipping over $50"",""No returns on food or bath items"",""Ships from Olympia, WA""]",https://www.etsy.com/listing/5000001050/solid-chamomile-shampoo-bar?ref=search_grid,ClayCottageStudio
5000001051,Sugar Yarrow Body Scrub,"[""Bath & Beauty"",""Body"",""Body Scrubs""]",18.11,USD,Handmade yarrow sugar body scrub with coconut oil base. Gently exfoliates and moisturizes in one step. Made with organic cane sugar and yarrow essential oils. 8oz jar.,"[""Usually ships next day"",""Free shipping on all orders"",""Easy 30-day returns"",""Ships from Chattanooga, TN""]",https://www.etsy.com/listing/5000001051/sugar-yarrow-body-scrub?ref=search_grid,WildHoneyHandmade
5000001052,Hand-Bound Valerian Leather Journal,"[""Paper & Party"",""Stationery"",""Notebooks""]",47.65,USD,"Hand-bound journal with valerian leather cover and linen thread Coptic stitch binding. 200 pages of 90gsm acid-free paper. Lies completely flat when open. A5 size (5.8""x8.3"").","[""Handcrafted 7-10 days lead time"",""Free USPS Priority on orders $75+"",""Custom orders non-refundable"",""Ships from Bozeman, MT""]",https://www.etsy.com/listing/5000001052/hand-bound-valerian-leather-journal?ref=search_grid,ThePotteryBarn
5000001053,Watercolor Mugwort Wedding Card,"[""Paper & Party"",""Cards"",""Wedding Cards""]",5.93,USD,"Hand-designed watercolor wedding card with mugwort botanical illustration. Printed on 130lb recycled cardstock. Blank inside. A2 size with recycled kraft envelope. Set of 1, 5, or 10.","[""Ships within 48 hours"",""$4.50 flat rate shipping"",""Returns within 30 days with receipt"",""Ships from Flagstaff, AZ""]",https://www.etsy.com/listing/5000001053/watercolor-mugwort-wedding-card?ref=search_grid,IndigoInkCrafts
5000001054,Hand-Painted Nettle Wooden Puzzle,"[""Toys & Games"",""Wooden Toys"",""Educational Toys""]",51.13,USD,"Handmade wooden jigsaw puzzle with nettle hand-painted design. Laser-cut from 1/4"" birch plywood. Non-toxic, child-safe paint. 30 pieces. Ages 3+. Comes in a reusable cotton bag.","[""2-day processing"",""Free economy shipping"",""Exchanges accepted 14 days"",""Ships from Bend, OR""]",https://www.etsy.com/listing/5000001054/hand-painted-nettle-wooden-puzzle?ref=search_grid,FernAndFlintCo
5000001055,Hand-Braided Burdock Cat Toy Wand,"[""Pet Supplies"",""Cat Accessories"",""Cat Toys""]",17.01,USD,Handmade cat wand toy with burdock braided cotton rope and natural feather attachment. 12-inch wand with 18-inch ribbon tail. Catnip-infused. Replacement feathers available.,"[""Ready to ship"",""Free shipping all US orders"",""Refunds within 7 days unopened"",""Ships from Durango, CO""]",https://www.etsy.com/listing/5000001055/hand-braided-burdock-cat-toy-wand?ref=search_grid,RosequartzRings
5000001056,Handcrafted Snowdrop Moonstone Pendant Necklace,"[""Jewelry"",""Necklaces"",""Pendant Necklaces""]",36.0,USD,"Delicate handcrafted pendant necklace featuring genuine snowdrop moonstone set in sterling silver. Wire-wrapped by hand, each piece is unique. Chain length 18 inches with lobster clasp. Comes in a kraft gift box.","[""Made to order 3-5 business days"",""Free USPS First Class shipping"",""Returns accepted within 30 days"",""Ships from Asheville, NC""]",https://www.etsy.com/listing/5000001056/handcrafted-snowdrop-moonstone-pendant-necklace?ref=search_grid,HarvestMoonGoods
5000001057,Custom Name Crocus Gold-Fill Necklace,"[""Jewelry"",""Necklaces"",""Pendant Necklaces""]",47.1,USD,"Personalized crocus name necklace hand-stamped on 14k gold-filled disc. Choose font and chain length (16"", 18"", 20""). Perfect birthday or anniversary gift. Tarnish resistant.","[""In stock ships within 1-2 days"",""Flat rate shipping $3.99"",""Exchanges only on unused items"",""Ships from Portland, ME""]",https://www.etsy.com/listing/5000001057/custom-name-crocus-gold-fill-necklace?ref=search_grid,TerraThreadWorks
5000001058,Vintage-Style Trillium Locket Necklace,"[""Jewelry"",""Necklaces"",""Lockets""]",61.96,USD,Antique-inspired trillium brass locket necklace. Opens to hold two small photos. Intricately engraved exterior. Hangs on 24-inch brass chain. Includes velvet pouch.,"[""Handmade to order 5-7 days"",""Free shipping on orders over $40"",""No returns on personalized items"",""Ships from Santa Fe, NM""]",https://www.etsy.com/listing/5000001058/vintage-style-trillium-locket-necklace?ref=search_grid,MapleBarkDesigns
5000001059,Handwoven Bloodroot Friendship Bracelet,"[""Jewelry"",""Bracelets"",""Charm Bracelets""]",13.69,USD,"Handwoven bloodroot friendship bracelet made with premium waxed cotton thread. Adjustable sliding knot closure fits wrist sizes 5""-8"". Waterproof and durable. Available in 12 color combinations.","[""Ready to ship today"",""Priority mail $7.95"",""30-day no hassle returns"",""Ships from Burlington, VT""]",https://www.etsy.com/listing/5000001059/handwoven-bloodroot-friendship-bracelet?ref=search_grid,CoralReefCrafts
5000001060,Hammered Hepatica Copper Cuff Bracelet,"[""Jewelry"",""Bracelets"",""Cuff Bracelets""]",49.01,USD,Hand-hammered pure copper cuff bracelet with hepatica patina finish. Adjustable opening fits most wrist sizes. Each piece is unique due to the hammering process. Width: 3/4 inch.,"[""Processing time 2-3 days"",""Free standard shipping"",""Store credit for returns within 14 days"",""Ships from Taos, NM""]",https://www.etsy.com/listing/5000001060/hammered-hepatica-copper-cuff-bracelet?ref=search_grid,SageAndSilkStudio
5000001061,Beaded Mayapple Gemstone Bracelet,"[""Jewelry"",""Bracelets"",""Charm Bracelets""]",55.47,USD,Handstrung mayapple gemstone bead bracelet on durable stretch cord. Features 8mm natural stone beads. Fits wrists up to 7.5 inches. Each bead is genuine natural stone.,"[""Ships in 3-4 business days"",""Calculated shipping at checkout"",""Returns for store credit within 21 days"",""Ships from Missoula, MT""]",https://www.etsy.com/listing/5000001061/beaded-mayapple-gemstone-bracelet?ref=search_grid,OakMossCreative
5000001062,Hand-Forged Elderflower Silver Stud Earrings,"[""Jewelry"",""Earrings"",""Stud Earrings""]",37.65,USD,Hand-forged sterling silver stud earrings with elderflower texture. Posts are 925 sterling silver with butterfly backs. Nickel-free and hypoallergenic. Approx 10mm diameter.,"[""Made fresh to order 4-6 days"",""Free shipping over $50"",""No returns on food or bath items"",""Ships from Olympia, WA""]",https://www.etsy.com/listing/5000001062/hand-forged-elderflower-silver-stud-earrings?ref=search_grid,BirchwoodBindery
5000001063,Wirewrapped Hawthorn Crystal Hoop Earrings,"[""Jewelry"",""Earrings"",""Hoop Earrings""]",63.43,USD,Handmade wire-wrapped hoop earrings featuring hawthorn crystal accents. Made with 20-gauge sterling silver wire. Hoop diameter: 35mm. Lightweight and comfortable for everyday wear.,"[""Usually ships next day"",""Free shipping on all orders"",""Easy 30-day returns"",""Ships from Chattanooga, TN""]",https://www.etsy.com/listing/5000001063/wirewrapped-hawthorn-crystal-hoop-earrings?ref=search_grid,CrimsonCloakCraft
5000001064,Hand-Stamped Blackthorn Stacking Ring,"[""Jewelry"",""Rings"",""Band Rings""]",22.2,USD,Dainty hand-stamped blackthorn stacking ring in sterling silver. Available in sizes 4-12 including half sizes. 2mm wide band. Can be personalized with a word or date upon request.,"[""Handcrafted 7-10 days lead time"",""Free USPS Priority on orders $75+"",""Custom orders non-refundable"",""Ships from Bozeman, MT""]",https://www.etsy.com/listing/5000001064/hand-stamped-blackthorn-stacking-ring?ref=search_grid,DewdropDesignCo
5000001065,Raw Crystal Rowan Statement Ring,"[""Jewelry"",""Rings"",""Statement Rings""]",46.05,USD,Bold statement ring featuring raw rowan crystal set in recycled brass. Adjustable band fits sizes 6-9. Each crystal is unique in shape and color. Finished with rowan patina.,"[""Ships within 48 hours"",""$4.50 flat rate shipping"",""Returns within 30 days with receipt"",""Ships from Flagstaff, AZ""]",https://www.etsy.com/listing/5000001065/raw-crystal-rowan-statement-ring?ref=search_grid,EmeraldEweStudio
5000001066,Hand-Poured Sloe Beeswax Candle,"[""Home & Living"",""Candles & Holders"",""Soy Candles""]",29.4,USD,"Pure beeswax pillar candle hand-poured with sloe essential oil blend. Burns up to 40 hours with natural honey scent. No additives or artificial fragrances. Diameter: 3 inches, Height: 4 inches.","[""2-day processing"",""Free economy shipping"",""Exchanges accepted 14 days"",""Ships from Bend, OR""]",https://www.etsy.com/listing/5000001066/hand-poured-sloe-beeswax-candle?ref=search_grid,FogLightLeather
5000001067,Coconut Wax Damson Scented Jar Candle,"[""Home & Living"",""Candles & Holders"",""Soy Candles""]",37.49,USD,Small-batch damson scented candle made with sustainable coconut wax. Wooden wick creates a soft crackling sound. Fragrance throw is excellent. 8oz glass jar. Burns 55+ hours.,"[""Ready to ship"",""Free shipping all US orders"",""Refunds within 7 days unopened"",""Ships from Durango, CO""]",https://www.etsy.com/listing/5000001067/coconut-wax-damson-scented-jar-candle?ref=search_grid,GoldenFleeceFibers
5000001068,Macramé Persimmon Wall Hanging,"[""Home & Living"",""Home Decor"",""Wall Hangings""]",131.26,USD,"Intricate hand-knotted macramé wall hanging in persimmon natural cotton rope. Features layered fringe and geometric knot patterns. Includes driftwood dowel. Dimensions: 20""W x 40""L.","[""Made to order 3-5 business days"",""Free USPS First Class shipping"",""Returns accepted within 30 days"",""Ships from Asheville, NC""]",https://www.etsy.com/listing/5000001068/macramé-persimmon-wall-hanging?ref=search_grid,HawthornHollowCo
5000001069,Dried Flower Quince Wreath,"[""Home & Living"",""Home Decor"",""Wreaths""]",74.62,USD,"Handcrafted dried flower wreath featuring quince seasonal botanicals. Preserved flowers, eucalyptus, and pampas grass arranged on grapevine base. Diameter 16 inches. Lasts 1-2 years.","[""In stock ships within 1-2 days"",""Flat rate shipping $3.99"",""Exchanges only on unused items"",""Ships from Portland, ME""]",https://www.etsy.com/listing/5000001069/dried-flower-quince-wreath?ref=search_grid,IronwoodInkworks
5000001070,Hand-Carved Medlar Wooden Shelf,"[""Home & Living"",""Furniture"",""Wooden Shelves""]",65.29,USD,"Solid walnut floating shelf hand-carved with medlar edge detail. Includes all mounting hardware. Length: 24 inches, Depth: 6 inches. Finished with food-safe beeswax oil.","[""Handmade to order 5-7 days"",""Free shipping on orders over $40"",""No returns on personalized items"",""Ships from Santa Fe, NM""]",https://www.etsy.com/listing/5000001070/hand-carved-medlar-wooden-shelf?ref=search_grid,JasperJunctionCraft
5000001071,End-Grain Mulberry Walnut Cutting Board,"[""Home & Living"",""Kitchen & Dining"",""Cutting Boards""]",128.72,USD,"End-grain hardwood cutting board handmade from mulberry walnut and maple. Gentle on knife edges. Juice groove on one side. Oiled with food-safe mineral oil. 12""x9""x1.5"" thick.","[""Ready to ship today"",""Priority mail $7.95"",""30-day no hassle returns"",""Ships from Burlington, VT""]",https://www.etsy.com/listing/5000001071/end-grain-mulberry-walnut-cutting-board?ref=search_grid,KelpForestGoods
5000001072,Hand-Thrown Gooseberry Ceramic Bowl Set,"[""Home & Living"",""Kitchen & Dining"",""Ceramic Bowls""]",54.85,USD,"Set of 4 hand-thrown ceramic bowls with gooseberry reactive glaze. Each bowl holds 16oz. Microwave, dishwasher, and oven safe to 350°F. Slight variations in glaze make each set unique.","[""Processing time 2-3 days"",""Free standard shipping"",""Store credit for returns within 14 days"",""Ships from Taos, NM""]",https://www.etsy.com/listing/5000001072/hand-thrown-gooseberry-ceramic-bowl-set?ref=search_grid,LarchLaneCeramics
5000001073,Hand-Knitted Bilberry Merino Beanie,"[""Clothing"",""Men"",""Hats & Caps""]",30.47,USD,Cozy hand-knitted beanie made from 100% superwash merino wool in bilberry colorway. Stretchy ribbed construction fits most head sizes. Machine washable on gentle cycle.,"[""Ships in 3-4 business days"",""Calculated shipping at checkout"",""Returns for store credit within 21 days"",""Ships from Missoula, MT""]",https://www.etsy.com/listing/5000001073/hand-knitted-bilberry-merino-beanie?ref=search_grid,MistMeadowMakers
5000001074,Crochet Crowberry Lace Hair Scrunchie,"[""Clothing"",""Accessories"",""Hair Accessories""]",11.24,USD,"Handmade crochet scrunchie in crowberry cotton lace pattern. Gentle on hair, no damage or kinks. Elastic band inside. Fits ponytail or bun. Sold as set of 3.","[""Made fresh to order 4-6 days"",""Free shipping over $50"",""No returns on food or bath items"",""Ships from Olympia, WA""]",https://www.etsy.com/listing/5000001074/crochet-crowberry-lace-hair-scrunchie?ref=search_grid,NettleNookStudio
5000001075,Hand-Dyed Cloudberry Silk Wrap Shawl,"[""Clothing"",""Women"",""Knitwear""]",132.94,USD,"Luxurious hand-dyed silk wrap shawl in cloudberry watercolor pattern. 100% habotai silk. Dimensions 72""x22"". Each shawl is one-of-a-kind due to the hand-dyeing process.","[""Usually ships next day"",""Free shipping on all orders"",""Easy 30-day returns"",""Ships from Chattanooga, TN""]",https://www.etsy.com/listing/5000001075/hand-dyed-cloudberry-silk-wrap-shawl?ref=search_grid,ObsidianOwlCrafts
5000001076,Hand-Stitched Lingonberry Leather Clutch,"[""Bags & Purses"",""Handbags"",""Clutches""]",64.88,USD,"Handmade leather clutch with lingonberry hand-stitching detail. Full-grain vegetable-tanned leather. Interior zipper pocket. Magnetic snap closure. Dimensions: 9""x5"". Includes wrist strap.","[""Handcrafted 7-10 days lead time"",""Free USPS Priority on orders $75+"",""Custom orders non-refundable"",""Ships from Bozeman, MT""]",https://www.etsy.com/listing/5000001076/hand-stitched-lingonberry-leather-clutch?ref=search_grid,PrairieRootPottery
5000001077,Waxed Canvas Bearberry Backpack,"[""Bags & Purses"",""Backpacks"",""Canvas Backpacks""]",142.71,USD,"Heavy-duty waxed canvas backpack with bearberry leather trim. Waterproof exterior, padded laptop sleeve (fits 15""). External and internal pockets. Antique brass hardware. Capacity: 20L.","[""Ships within 48 hours"",""$4.50 flat rate shipping"",""Returns within 30 days with receipt"",""Ships from Flagstaff, AZ""]",https://www.etsy.com/listing/5000001077/waxed-canvas-bearberry-backpack?ref=search_grid,QuartzAndCloverCo
5000001078,Original Hackberry Encaustic Wax Painting,"[""Art & Collectibles"",""Paintings"",""Oil Paintings""]",129.13,USD,"Original encaustic (hot wax) painting with hackberry abstract composition. Pigmented beeswax layers fused with heat for luminous depth. 8""x10"" on birch panel. Ready to hang.","[""2-day processing"",""Free economy shipping"",""Exchanges accepted 14 days"",""Ships from Bend, OR""]",https://www.etsy.com/listing/5000001078/original-hackberry-encaustic-wax-painting?ref=search_grid,RavenRidgeDesigns
5000001079,Hand-Sculpted Buffaloberry Ceramic Figurine,"[""Art & Collectibles"",""Sculpture"",""Ceramic Figurines""]",36.91,USD,Hand-sculpted stoneware ceramic figurine with buffaloberry glaze details. Each piece is individually made and unique. Kiln-fired for durability. Approx 4 inches tall.,"[""Ready to ship"",""Free shipping all US orders"",""Refunds within 7 days unopened"",""Ships from Durango, CO""]",https://www.etsy.com/listing/5000001079/hand-sculpted-buffaloberry-ceramic-figurine?ref=search_grid,SaffronStitchCo
5000001080,Fine Art Aurora Nature Photograph Print,"[""Art & Collectibles"",""Photography"",""Nature Photography""]",68.74,USD,Archival fine art print of original aurora nature photograph. Printed on 100% cotton rag paper with pigment inks. Fade-resistant for 100+ years. Available in 5x7 to 16x20.,"[""Made to order 3-5 business days"",""Free USPS First Class shipping"",""Returns accepted within 30 days"",""Ships from Asheville, NC""]",https://www.etsy.com/listing/5000001080/fine-art-aurora-nature-photograph-print?ref=search_grid,ClayCottageStudio
5000001081,Goat Milk Twilight Artisan Soap,"[""Bath & Beauty"",""Soaps"",""Goat Milk Soaps""]",17.77,USD,"Nourishing goat milk soap with twilight fragrance and botanical inclusions. Cold-process method preserves natural glycerin. Free from sulfates, parabens, and artificial colors. 4.5oz bar.","[""In stock ships within 1-2 days"",""Flat rate shipping $3.99"",""Exchanges only on unused items"",""Ships from Portland, ME""]",https://www.etsy.com/listing/5000001081/goat-milk-twilight-artisan-soap?ref=search_grid,WildHoneyHandmade
5000001082,Solid Heather Shampoo Bar,"[""Bath & Beauty"",""Hair Care"",""Shampoo Bars""]",20.77,USD,"Zero-waste solid shampoo bar with heather herbal blend. Replaces 2-3 bottles of liquid shampoo. Sulfate-free, suitable for all hair types. Lasts 60-80 washes. Comes in compostable wrapper.","[""Handmade to order 5-7 days"",""Free shipping on orders over $40"",""No returns on personalized items"",""Ships from Santa Fe, NM""]",https://www.etsy.com/listing/5000001082/solid-heather-shampoo-bar?ref=search_grid,ThePotteryBarn
5000001083,Sugar Driftwood Body Scrub,"[""Bath & Beauty"",""Body"",""Body Scrubs""]",13.17,USD,Handmade driftwood sugar body scrub with coconut oil base. Gently exfoliates and moisturizes in one step. Made with organic cane sugar and driftwood essential oils. 8oz jar.,"[""Ready to ship today"",""Priority mail $7.95"",""30-day no hassle returns"",""Ships from Burlington, VT""]",https://www.etsy.com/listing/5000001083/sugar-driftwood-body-scrub?ref=search_grid,IndigoInkCrafts
5000001084,Hand-Bound Riverstone Leather Journal,"[""Paper & Party"",""Stationery"",""Notebooks""]",75.15,USD,"Hand-bound journal with riverstone leather cover and linen thread Coptic stitch binding. 200 pages of 90gsm acid-free paper. Lies completely flat when open. A5 size (5.8""x8.3"").","[""Processing time 2-3 days"",""Free standard shipping"",""Store credit for returns within 14 days"",""Ships from Taos, NM""]",https://www.etsy.com/listing/5000001084/hand-bound-riverstone-leather-journal?ref=search_grid,FernAndFlintCo
5000001085,Watercolor Pebble Beach Wedding Card,"[""Paper & Party"",""Cards"",""Wedding Cards""]",13.36,USD,"Hand-designed watercolor wedding card with pebble beach botanical illustration. Printed on 130lb recycled cardstock. Blank inside. A2 size with recycled kraft envelope. Set of 1, 5, or 10.","[""Ships in 3-4 business days"",""Calculated shipping at checkout"",""Returns for store credit within 21 days"",""Ships from Missoula, MT""]",https://www.etsy.com/listing/5000001085/watercolor-pebble-beach-wedding-card?ref=search_grid,RosequartzRings
5000001086,Hand-Painted Foxglove Wooden Puzzle,"[""Toys & Games"",""Wooden Toys"",""Educational Toys""]",24.97,USD,"Handmade wooden jigsaw puzzle with foxglove hand-painted design. Laser-cut from 1/4"" birch plywood. Non-toxic, child-safe paint. 30 pieces. Ages 3+. Comes in a reusable cotton bag.","[""Made fresh to order 4-6 days"",""Free shipping over $50"",""No returns on food or bath items"",""Ships from Olympia, WA""]",https://www.etsy.com/listing/5000001086/hand-painted-foxglove-wooden-puzzle?ref=search_grid,HarvestMoonGoods
